,sentence,word,label,start,end,sure
2114,"The way home was long, and it was dark before the boy reached his father’s house; but the lamplight and firelight shone through the windows, making them almost as bright as he had seen them from the hilltop; and when he opened the door, his mother came to kiss him, and his little sister ran to throw her arms about his neck, and his father looked up and smiled from his seat by the fire.",he,Biological Kind,217,219,False
2120,"The way home was long, and it was dark before the boy reached his father’s house; but the lamplight and firelight shone through the windows, making them almost as bright as he had seen them from the hilltop; and when he opened the door, his mother came to kiss him, and his little sister ran to throw her arms about his neck, and his father looked up and smiled from his seat by the fire.",them,Biological Kind,148,152,False
2121,"The way home was long, and it was dark before the boy reached his father’s house; but the lamplight and firelight shone through the windows, making them almost as bright as he had seen them from the hilltop; and when he opened the door, his mother came to kiss him, and his little sister ran to throw her arms about his neck, and his father looked up and smiled from his seat by the fire.",them,Biological Kind,185,189,False
2127,"The way home was long, and it was dark before the boy reached his father’s house; but the lamplight and firelight shone through the windows, making them almost as bright as he had seen them from the hilltop; and when he opened the door, his mother came to kiss him, and his little sister ran to throw her arms about his neck, and his father looked up and smiled from his seat by the fire.",fire,Non-Living Kind,383,387,False
2134,"The way home was long, and it was dark before the boy reached his father’s house; but the lamplight and firelight shone through the windows, making them almost as bright as he had seen them from the hilltop; and when he opened the door, his mother came to kiss him, and his little sister ran to throw her arms about his neck, and his father looked up and smiled from his seat by the fire.",father,Social Kind/Role,66,72,False
2135,"The way home was long, and it was dark before the boy reached his father’s house; but the lamplight and firelight shone through the windows, making them almost as bright as he had seen them from the hilltop; and when he opened the door, his mother came to kiss him, and his little sister ran to throw her arms about his neck, and his father looked up and smiled from his seat by the fire.",father,Social Kind/Role,334,340,False
2138,"""No, Pickle, it's going to be me, me, me!""",me,Biological Kind,30,32,False
2139,"""No, Pickle, it's going to be me, me, me!""",me,Biological Kind,34,36,False
2140,"""No, Pickle, it's going to be me, me, me!""",me,Biological Kind,38,40,False
2157,"Well, maybe not all of them but most of them.",them,Biological Kind,23,27,False
2158,"Well, maybe not all of them but most of them.",them,Biological Kind,40,44,False
2258,"“Michael the Marvelous”, king of the land, Son of the world famous, “Robert the Grand”, Was enjoying the night that he turned thirty-two, As the people arrived for the party he threw.",he,Biological Kind,116,118,False
2261,"“Michael the Marvelous”, king of the land, Son of the world famous, “Robert the Grand”, Was enjoying the night that he turned thirty-two, As the people arrived for the party he threw.",he,Biological Kind,174,176,False
2313,"""And their own sweet little faces were already dissolved in tears; so that their father, seeing what strange things occasionally happen in this every-day world, felt not a little anxious lest his children might be going to thaw too!",little,Perceptual,21,27,False
2314,"""And their own sweet little faces were already dissolved in tears; so that their father, seeing what strange things occasionally happen in this every-day world, felt not a little anxious lest his children might be going to thaw too!",little,Perceptual,172,178,False
2322,The boy watched for a time before he started down the hill toward the hut.,he,Biological Kind,34,36,False
2367,"First, papa, with a basket of wood on one arm and coal on the other; mamma next, with a bundle of warm things and the teapot; Nan and I carried a pail of hot porridge between us, and each a pitcher of milk; Beth brought some cold meat, May the ""lassy pot,"" and her old hood and boots; and Betsey, the girl, brought up the rear with a bag of potatoes and some meal.",pot,Artifacts,251,254,False
2375,"First, papa, with a basket of wood on one arm and coal on the other; mamma next, with a bundle of warm things and the teapot; Nan and I carried a pail of hot porridge between us, and each a pitcher of milk; Beth brought some cold meat, May the ""lassy pot,"" and her old hood and boots; and Betsey, the girl, brought up the rear with a bag of potatoes and some meal.",brought,Behavioral,212,219,False
2376,"First, papa, with a basket of wood on one arm and coal on the other; mamma next, with a bundle of warm things and the teapot; Nan and I carried a pail of hot porridge between us, and each a pitcher of milk; Beth brought some cold meat, May the ""lassy pot,"" and her old hood and boots; and Betsey, the girl, brought up the rear with a bag of potatoes and some meal.",brought,Behavioral,307,314,False
2387,"First, papa, with a basket of wood on one arm and coal on the other; mamma next, with a bundle of warm things and the teapot; Nan and I carried a pail of hot porridge between us, and each a pitcher of milk; Beth brought some cold meat, May the ""lassy pot,"" and her old hood and boots; and Betsey, the girl, brought up the rear with a bag of potatoes and some meal.",arm,Biological Kind,42,45,False
2396,"First, papa, with a basket of wood on one arm and coal on the other; mamma next, with a bundle of warm things and the teapot; Nan and I carried a pail of hot porridge between us, and each a pitcher of milk; Beth brought some cold meat, May the ""lassy pot,"" and her old hood and boots; and Betsey, the girl, brought up the rear with a bag of potatoes and some meal.",old,Perceptual,265,268,False
2412,"For I've been down to the edge of the world, Sat on the edge where the wild wind whirled, Peeked over the ledge where the blue smoke curls, And I can tell you, boys and girls, The world is FLAT!",I,Biological Kind,4,5,False
2413,"For I've been down to the edge of the world, Sat on the edge where the wild wind whirled, Peeked over the ledge where the blue smoke curls, And I can tell you, boys and girls, The world is FLAT!",I,Biological Kind,144,145,False
2415,"For I've been down to the edge of the world, Sat on the edge where the wild wind whirled, Peeked over the ledge where the blue smoke curls, And I can tell you, boys and girls, The world is FLAT!",world,Non-Living Kind,38,43,False
2416,"For I've been down to the edge of the world, Sat on the edge where the wild wind whirled, Peeked over the ledge where the blue smoke curls, And I can tell you, boys and girls, The world is FLAT!",world,Non-Living Kind,180,185,False
2429,"Dear Merrys:--As a subject appropriate to the season, I want to tell you about a New Year's breakfast which I had when I was a little girl.",I,Biological Kind,54,55,False
2430,"Dear Merrys:--As a subject appropriate to the season, I want to tell you about a New Year's breakfast which I had when I was a little girl.",I,Biological Kind,108,109,False
2431,"Dear Merrys:--As a subject appropriate to the season, I want to tell you about a New Year's breakfast which I had when I was a little girl.",I,Biological Kind,119,120,False
2462,"""Cousin Eustace had a good right to be tired, as well as the children, for he had performed great feats on that memorable forenoon.",he,Biological Kind,75,77,False
2509,"Then, as was invariably the case, he turned suddenly and ran home, as if with a sudden conviction that the game was not worth the candle.",he,Biological Kind,34,36,False
2526,"Then the Princess wept and cried, “Three long years I’ve searched for you, My gift of silver I’ve sold for you, A mountain of glass I climbed for you, Will you not wake and turn to me?” And in the morning the guards tossed her out through the castle gates.",you,Biological Kind,70,73,False
2527,"Then the Princess wept and cried, “Three long years I’ve searched for you, My gift of silver I’ve sold for you, A mountain of glass I climbed for you, Will you not wake and turn to me?” And in the morning the guards tossed her out through the castle gates.",you,Biological Kind,107,110,False
2528,"Then the Princess wept and cried, “Three long years I’ve searched for you, My gift of silver I’ve sold for you, A mountain of glass I climbed for you, Will you not wake and turn to me?” And in the morning the guards tossed her out through the castle gates.",you,Biological Kind,146,149,False
2529,"Then the Princess wept and cried, “Three long years I’ve searched for you, My gift of silver I’ve sold for you, A mountain of glass I climbed for you, Will you not wake and turn to me?” And in the morning the guards tossed her out through the castle gates.",you,Biological Kind,156,159,False
2530,"Then the Princess wept and cried, “Three long years I’ve searched for you, My gift of silver I’ve sold for you, A mountain of glass I climbed for you, Will you not wake and turn to me?” And in the morning the guards tossed her out through the castle gates.",I,Biological Kind,52,53,False
2531,"Then the Princess wept and cried, “Three long years I’ve searched for you, My gift of silver I’ve sold for you, A mountain of glass I climbed for you, Will you not wake and turn to me?” And in the morning the guards tossed her out through the castle gates.",I,Biological Kind,93,94,False
2532,"Then the Princess wept and cried, “Three long years I’ve searched for you, My gift of silver I’ve sold for you, A mountain of glass I climbed for you, Will you not wake and turn to me?” And in the morning the guards tossed her out through the castle gates.",I,Biological Kind,132,133,False
2544,kitten (KIT-uhn): A kitten is a young cat.,kitten,Biological Kind,0,6,False
2545,kitten (KIT-uhn): A kitten is a young cat.,kitten,Biological Kind,20,26,False
2551,"Fine forsythia flourishes from early to late springThese fantastic flowers make flying finches sing (g sound) What a gorgeous gardenia!guess it smells great, too'll gladly go and get one especially for you.",go,Behavioral,172,174,False
2576,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",come,Behavioral,172,176,False
2577,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",come,Behavioral,252,256,False
2581,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",told,Behavioral,119,123,False
2582,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",told,Behavioral,339,343,False
2588,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",fun,Behavioral,485,488,False
2593,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",fool,Behavioral,427,431,False
2594,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",her,Biological Kind,49,52,False
2596,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",her,Biological Kind,124,127,False
2597,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",her,Biological Kind,165,168,False
2599,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",her,Biological Kind,377,380,False
2603,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",they,Biological Kind,153,157,False
2604,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",they,Biological Kind,395,399,False
2605,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",they,Biological Kind,455,459,False
2606,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",she,Biological Kind,26,29,False
2607,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",she,Biological Kind,115,118,False
2608,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",she,Biological Kind,243,246,False
2609,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",she,Biological Kind,335,338,False
2611,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",jack-o'-lantern,Biological Kind,193,208,False
2612,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",jack-o'-lantern,Biological Kind,294,309,False
2615,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",funniest,Normative Feature,5,13,False
2616,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",funniest,Normative Feature,285,293,False
2617,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",funniest,Normative Feature,352,360,False
2621,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",papa,Social Kind/Role,14,18,False
2622,"""The funniest papa's wife she went up and kissed her, and said, 'No, grandmother, the world's all right,' and then she told her just how it was, and how they wanted her to come out and see the jack-o'-lantern, just to please the children; and she must come, anyway; because it was the funniest jack-o'-lantern there ever was, and then she told how the funniest papa had fooled her, and then how they had got the other papas to fool the other mothers, and they had all had the greatest fun then you ever saw.",papa,Social Kind/Role,361,365,False
2641,"Once upon a time, you lived in your Mama's belly.",you,Biological Kind,18,21,False
2689,"”“She’s a good little mouse and I’m very fond of her,” Veikko thought to himself as he went out to the forest, “but my brothers will certainly laugh when they find she is only a mouse!",mouse,Biological Kind,22,27,False
2690,"”“She’s a good little mouse and I’m very fond of her,” Veikko thought to himself as he went out to the forest, “but my brothers will certainly laugh when they find she is only a mouse!",mouse,Biological Kind,178,183,False
2693,"”“She’s a good little mouse and I’m very fond of her,” Veikko thought to himself as he went out to the forest, “but my brothers will certainly laugh when they find she is only a mouse!",he,Biological Kind,84,86,False
2699,"”“She’s a good little mouse and I’m very fond of her,” Veikko thought to himself as he went out to the forest, “but my brothers will certainly laugh when they find she is only a mouse!",her,Biological Kind,49,52,False
2713,"So together, he and the penguin would row to the South Pole.",he,Biological Kind,13,15,False
2723,"When I first arrived, Emma told me she'd show me how to knead bread if would teach her the Latin names of all the flowers I know.",I,Biological Kind,5,6,False
2724,"When I first arrived, Emma told me she'd show me how to knead bread if would teach her the Latin names of all the flowers I know.",I,Biological Kind,122,123,False
2726,"When I first arrived, Emma told me she'd show me how to knead bread if would teach her the Latin names of all the flowers I know.",me,Biological Kind,32,34,False
2727,"When I first arrived, Emma told me she'd show me how to knead bread if would teach her the Latin names of all the flowers I know.",me,Biological Kind,46,48,False
2754,"They all said that it was about the best jack-o'-lantern they almost ever saw, on account of the long neck there was to it; and they made a plan to stick the end of the neck into the top of the pump, and have fun hearing what the folks would say when they came out after dark and saw it all lit up; and then they noticed the pigpen at the corner of the barn, and began to plague the pig, and so many of them got up on the pen that they broke the middle board off; and they didn't like to nail it on again because it was Thanksgiving Day, and you mustn't hammer or anything; so they just stuck it up in its place with a piece of wood against it, and the boy said he would fix it in the morning.",pen,Artifacts,422,425,False
2761,"They all said that it was about the best jack-o'-lantern they almost ever saw, on account of the long neck there was to it; and they made a plan to stick the end of the neck into the top of the pump, and have fun hearing what the folks would say when they came out after dark and saw it all lit up; and then they noticed the pigpen at the corner of the barn, and began to plague the pig, and so many of them got up on the pen that they broke the middle board off; and they didn't like to nail it on again because it was Thanksgiving Day, and you mustn't hammer or anything; so they just stuck it up in its place with a piece of wood against it, and the boy said he would fix it in the morning.",saw,Behavioral,74,77,False
2762,"They all said that it was about the best jack-o'-lantern they almost ever saw, on account of the long neck there was to it; and they made a plan to stick the end of the neck into the top of the pump, and have fun hearing what the folks would say when they came out after dark and saw it all lit up; and then they noticed the pigpen at the corner of the barn, and began to plague the pig, and so many of them got up on the pen that they broke the middle board off; and they didn't like to nail it on again because it was Thanksgiving Day, and you mustn't hammer or anything; so they just stuck it up in its place with a piece of wood against it, and the boy said he would fix it in the morning.",saw,Behavioral,280,283,False
2764,"They all said that it was about the best jack-o'-lantern they almost ever saw, on account of the long neck there was to it; and they made a plan to stick the end of the neck into the top of the pump, and have fun hearing what the folks would say when they came out after dark and saw it all lit up; and then they noticed the pigpen at the corner of the barn, and began to plague the pig, and so many of them got up on the pen that they broke the middle board off; and they didn't like to nail it on again because it was Thanksgiving Day, and you mustn't hammer or anything; so they just stuck it up in its place with a piece of wood against it, and the boy said he would fix it in the morning.",said,Behavioral,9,13,False
2765,"They all said that it was about the best jack-o'-lantern they almost ever saw, on account of the long neck there was to it; and they made a plan to stick the end of the neck into the top of the pump, and have fun hearing what the folks would say when they came out after dark and saw it all lit up; and then they noticed the pigpen at the corner of the barn, and began to plague the pig, and so many of them got up on the pen that they broke the middle board off; and they didn't like to nail it on again because it was Thanksgiving Day, and you mustn't hammer or anything; so they just stuck it up in its place with a piece of wood against it, and the boy said he would fix it in the morning.",said,Behavioral,657,661,False
2806,"They all said that it was about the best jack-o'-lantern they almost ever saw, on account of the long neck there was to it; and they made a plan to stick the end of the neck into the top of the pump, and have fun hearing what the folks would say when they came out after dark and saw it all lit up; and then they noticed the pigpen at the corner of the barn, and began to plague the pig, and so many of them got up on the pen that they broke the middle board off; and they didn't like to nail it on again because it was Thanksgiving Day, and you mustn't hammer or anything; so they just stuck it up in its place with a piece of wood against it, and the boy said he would fix it in the morning.",he,Biological Kind,662,664,False
2808,"They all said that it was about the best jack-o'-lantern they almost ever saw, on account of the long neck there was to it; and they made a plan to stick the end of the neck into the top of the pump, and have fun hearing what the folks would say when they came out after dark and saw it all lit up; and then they noticed the pigpen at the corner of the barn, and began to plague the pig, and so many of them got up on the pen that they broke the middle board off; and they didn't like to nail it on again because it was Thanksgiving Day, and you mustn't hammer or anything; so they just stuck it up in its place with a piece of wood against it, and the boy said he would fix it in the morning.",they,Biological Kind,57,61,False
2809,"They all said that it was about the best jack-o'-lantern they almost ever saw, on account of the long neck there was to it; and they made a plan to stick the end of the neck into the top of the pump, and have fun hearing what the folks would say when they came out after dark and saw it all lit up; and then they noticed the pigpen at the corner of the barn, and began to plague the pig, and so many of them got up on the pen that they broke the middle board off; and they didn't like to nail it on again because it was Thanksgiving Day, and you mustn't hammer or anything; so they just stuck it up in its place with a piece of wood against it, and the boy said he would fix it in the morning.",they,Biological Kind,128,132,False
2810,"They all said that it was about the best jack-o'-lantern they almost ever saw, on account of the long neck there was to it; and they made a plan to stick the end of the neck into the top of the pump, and have fun hearing what the folks would say when they came out after dark and saw it all lit up; and then they noticed the pigpen at the corner of the barn, and began to plague the pig, and so many of them got up on the pen that they broke the middle board off; and they didn't like to nail it on again because it was Thanksgiving Day, and you mustn't hammer or anything; so they just stuck it up in its place with a piece of wood against it, and the boy said he would fix it in the morning.",they,Biological Kind,251,255,False
2811,"They all said that it was about the best jack-o'-lantern they almost ever saw, on account of the long neck there was to it; and they made a plan to stick the end of the neck into the top of the pump, and have fun hearing what the folks would say when they came out after dark and saw it all lit up; and then they noticed the pigpen at the corner of the barn, and began to plague the pig, and so many of them got up on the pen that they broke the middle board off; and they didn't like to nail it on again because it was Thanksgiving Day, and you mustn't hammer or anything; so they just stuck it up in its place with a piece of wood against it, and the boy said he would fix it in the morning.",they,Biological Kind,308,312,False
2812,"They all said that it was about the best jack-o'-lantern they almost ever saw, on account of the long neck there was to it; and they made a plan to stick the end of the neck into the top of the pump, and have fun hearing what the folks would say when they came out after dark and saw it all lit up; and then they noticed the pigpen at the corner of the barn, and began to plague the pig, and so many of them got up on the pen that they broke the middle board off; and they didn't like to nail it on again because it was Thanksgiving Day, and you mustn't hammer or anything; so they just stuck it up in its place with a piece of wood against it, and the boy said he would fix it in the morning.",they,Biological Kind,431,435,False
2813,"They all said that it was about the best jack-o'-lantern they almost ever saw, on account of the long neck there was to it; and they made a plan to stick the end of the neck into the top of the pump, and have fun hearing what the folks would say when they came out after dark and saw it all lit up; and then they noticed the pigpen at the corner of the barn, and began to plague the pig, and so many of them got up on the pen that they broke the middle board off; and they didn't like to nail it on again because it was Thanksgiving Day, and you mustn't hammer or anything; so they just stuck it up in its place with a piece of wood against it, and the boy said he would fix it in the morning.",they,Biological Kind,468,472,False
2814,"They all said that it was about the best jack-o'-lantern they almost ever saw, on account of the long neck there was to it; and they made a plan to stick the end of the neck into the top of the pump, and have fun hearing what the folks would say when they came out after dark and saw it all lit up; and then they noticed the pigpen at the corner of the barn, and began to plague the pig, and so many of them got up on the pen that they broke the middle board off; and they didn't like to nail it on again because it was Thanksgiving Day, and you mustn't hammer or anything; so they just stuck it up in its place with a piece of wood against it, and the boy said he would fix it in the morning.",they,Biological Kind,577,581,False
2820,"They all said that it was about the best jack-o'-lantern they almost ever saw, on account of the long neck there was to it; and they made a plan to stick the end of the neck into the top of the pump, and have fun hearing what the folks would say when they came out after dark and saw it all lit up; and then they noticed the pigpen at the corner of the barn, and began to plague the pig, and so many of them got up on the pen that they broke the middle board off; and they didn't like to nail it on again because it was Thanksgiving Day, and you mustn't hammer or anything; so they just stuck it up in its place with a piece of wood against it, and the boy said he would fix it in the morning.",neck,Biological Kind,102,106,False
2821,"They all said that it was about the best jack-o'-lantern they almost ever saw, on account of the long neck there was to it; and they made a plan to stick the end of the neck into the top of the pump, and have fun hearing what the folks would say when they came out after dark and saw it all lit up; and then they noticed the pigpen at the corner of the barn, and began to plague the pig, and so many of them got up on the pen that they broke the middle board off; and they didn't like to nail it on again because it was Thanksgiving Day, and you mustn't hammer or anything; so they just stuck it up in its place with a piece of wood against it, and the boy said he would fix it in the morning.",neck,Biological Kind,169,173,False
2823,"They all said that it was about the best jack-o'-lantern they almost ever saw, on account of the long neck there was to it; and they made a plan to stick the end of the neck into the top of the pump, and have fun hearing what the folks would say when they came out after dark and saw it all lit up; and then they noticed the pigpen at the corner of the barn, and began to plague the pig, and so many of them got up on the pen that they broke the middle board off; and they didn't like to nail it on again because it was Thanksgiving Day, and you mustn't hammer or anything; so they just stuck it up in its place with a piece of wood against it, and the boy said he would fix it in the morning.",pig,Biological Kind,383,386,False
2851,"One day in particular, when he knew for certain that the King was to take the air, along the river side, with his daughter, the most beautiful Princess in the world, he said to his master:""If you will follow my advice, your fortune is made; you have nothing else to do, but go and wash yourself in the river, in that part I shall shew you, and leave the rest to me.",you,Biological Kind,192,195,False
2853,"One day in particular, when he knew for certain that the King was to take the air, along the river side, with his daughter, the most beautiful Princess in the world, he said to his master:""If you will follow my advice, your fortune is made; you have nothing else to do, but go and wash yourself in the river, in that part I shall shew you, and leave the rest to me.",you,Biological Kind,241,244,False
2855,"One day in particular, when he knew for certain that the King was to take the air, along the river side, with his daughter, the most beautiful Princess in the world, he said to his master:""If you will follow my advice, your fortune is made; you have nothing else to do, but go and wash yourself in the river, in that part I shall shew you, and leave the rest to me.",you,Biological Kind,335,338,False
2857,"One day in particular, when he knew for certain that the King was to take the air, along the river side, with his daughter, the most beautiful Princess in the world, he said to his master:""If you will follow my advice, your fortune is made; you have nothing else to do, but go and wash yourself in the river, in that part I shall shew you, and leave the rest to me.",he,Biological Kind,28,30,False
2863,"One day in particular, when he knew for certain that the King was to take the air, along the river side, with his daughter, the most beautiful Princess in the world, he said to his master:""If you will follow my advice, your fortune is made; you have nothing else to do, but go and wash yourself in the river, in that part I shall shew you, and leave the rest to me.",he,Biological Kind,166,168,False
2869,"One day in particular, when he knew for certain that the King was to take the air, along the river side, with his daughter, the most beautiful Princess in the world, he said to his master:""If you will follow my advice, your fortune is made; you have nothing else to do, but go and wash yourself in the river, in that part I shall shew you, and leave the rest to me.",I,Biological Kind,322,323,False
2872,"One day in particular, when he knew for certain that the King was to take the air, along the river side, with his daughter, the most beautiful Princess in the world, he said to his master:""If you will follow my advice, your fortune is made; you have nothing else to do, but go and wash yourself in the river, in that part I shall shew you, and leave the rest to me.",river,Non-Living Kind,93,98,False
2873,"One day in particular, when he knew for certain that the King was to take the air, along the river side, with his daughter, the most beautiful Princess in the world, he said to his master:""If you will follow my advice, your fortune is made; you have nothing else to do, but go and wash yourself in the river, in that part I shall shew you, and leave the rest to me.",river,Non-Living Kind,302,307,False
2891,"But, if you will believe me, the sea would not pollute itself by receiving such a bad person into its bosom; neither would the earth, having once got rid of him, consent to take him back; so that, between the cliff and the sea, Scinis stuck fast in the air, which was forced to bear the burden of his naughtiness.",him,Biological Kind,157,160,False
2892,"But, if you will believe me, the sea would not pollute itself by receiving such a bad person into its bosom; neither would the earth, having once got rid of him, consent to take him back; so that, between the cliff and the sea, Scinis stuck fast in the air, which was forced to bear the burden of his naughtiness.",him,Biological Kind,178,181,False
2902,"But, if you will believe me, the sea would not pollute itself by receiving such a bad person into its bosom; neither would the earth, having once got rid of him, consent to take him back; so that, between the cliff and the sea, Scinis stuck fast in the air, which was forced to bear the burden of his naughtiness.",sea,Non-Living Kind,33,36,False
